<Term> <Document> <Freq> <Weight>
film doc_985 1 0.302052
filopodia doc_280 1 0.376815
filter doc_429 3 1.390336
filter doc_435 1 0.210657
filter doc_55 2 1.158614
filter doc_632 1 0.463445
filter doc_847 2 0.662065
filtrabl doc_658 1 0.602904
filtrat doc_180 1 0.353266
filtrat doc_208 3 0.662374
filtrat doc_503 2 0.588777
filtrat doc_509 1 0.196259
filtrat doc_566 2 0.883165
filtrat doc_687 1 0.294388
filtrat doc_689 1 0.441583
filtrat doc_697 1 0.294388
filtrat doc_699 1 0.294388
filtrat doc_847 1 0.252333
filtrat doc_858 1 0.441583
filtrat doc_936 1 0.441583
filtrat doc_940 1 0.588777
filtrat doc_945 1 0.196259
filtrat doc_949 1 0.353266
filtrat doc_955 1 0.883165
filtrat doc_985 1 0.252333
filtrat doc_987 1 0.098129
fimbia doc_716 1 0.753630
final doc_1001 1 0.223390
final doc_1032 1 0.223390
final doc_172 1 0.312745
final doc_255 1 0.173747
final doc_293 1 0.156373
final doc_341 1 0.223390
final doc_379 1 0.223390
final doc_432 1 0.223390
final doc_433 1 0.260621
final doc_45 1 0.312745
final doc_467 1 0.312745
final doc_472 1 0.142157
final doc_485 1 0.111695
final doc_543 1 0.312745
final doc_550 1 0.521242
final doc_609 1 0.156373
final doc_624 1 0.260621
final doc_625 1 0.156373
final doc_637 1 0.091984
final doc_676 1 0.223390
final doc_687 1 0.260621
final doc_699 1 0.260621
final doc_711 1 0.156373
final doc_73 1 0.130311
final doc_799 1 0.173747
final doc_80 4 0.312745
final doc_88 1 0.390932
final doc_885 1 0.781863
final doc_985 1 0.223390
financi doc_485 1 0.215323
find doc_1001 1 0.150604
find doc_1006 1 0.131779
find doc_1008 3 0.263557
find doc_1013 2 0.175705
find doc_1015 2 0.421692
find doc_102 1 0.175705
find doc_1020 1 0.095839
find doc_1022 1 0.210846
find doc_1026 1 0.527115
find doc_112 3 0.395336
find doc_115 1 0.175705
find doc_116 1 0.117137
find doc_148 1 0.087852
find doc_153 1 0.263557
find doc_197 1 0.095839
find doc_200 2 0.234273
find doc_202 1 0.175705
find doc_207 1 0.087852
find doc_209 2 0.301209
find doc_214 2 0.351410
find doc_218 1 0.095839
find doc_223 1 0.210846
find doc_228 1 0.150604
find doc_245 2 0.263557
find doc_249 1 0.351410
find doc_259 2 0.124027
find doc_260 1 0.263557
find doc_264 1 0.105423
find doc_266 1 0.131779
find doc_277 1 0.175705
find doc_282 1 0.175705
find doc_291 1 0.095839
find doc_296 1 0.210846
find doc_311 1 0.150604
find doc_314 1 0.263557
find doc_33 1 0.527115
find doc_331 1 0.175705
find doc_35 1 0.075302
find doc_358 1 0.117137
find doc_359 1 0.131779
find doc_372 2 0.702820
find doc_379 1 0.150604
find doc_38 1 0.131779
find doc_405 1 0.263557
find doc_406 2 0.702820
find doc_407 1 0.095839
find doc_414 1 0.210846
find doc_416 1 0.351410
find doc_42 1 0.263557
find doc_430 1 0.117137
find doc_438 4 0.221943
find doc_443 1 0.263557
find doc_455 1 0.175705
find doc_456 1 0.351410
find doc_458 2 0.234273
find doc_464 1 0.263557
find doc_468 1 0.527115
find doc_477 1 0.105423
find doc_49 3 0.632538
find doc_491 1 0.263557
find doc_542 1 0.087852
find doc_559 1 0.527115
find doc_58 1 0.117137
find doc_600 1 0.087852
find doc_608 2 0.301209
find doc_61 1 0.351410
find doc_62 1 0.351410
find doc_623 1 0.210846
find doc_630 1 0.210846
find doc_635 1 0.351410
find doc_652 2 0.301209
find doc_7 1 0.210846
find doc_710 1 0.351410
find doc_737 1 0.351410
find doc_744 1 0.263557
find doc_754 1 0.263557
find doc_762 1 0.210846
find doc_798 1 0.175705
find doc_804 1 0.150604
find doc_811 1 0.075302
find doc_834 1 0.131779
find doc_841 2 0.140564
find doc_860 1 0.263557
find doc_881 1 0.105423
find doc_883 1 0.131779
find doc_886 1 0.150604
find doc_890 1 0.263557
find doc_898 1 0.175705
find doc_907 1 0.087852
find doc_912 1 0.351410
find doc_92 1 0.131779
find doc_920 1 0.351410
find doc_922 1 0.175705
find doc_934 1 0.175705
find doc_935 1 0.527115
find doc_941 1 0.150604
find doc_959 1 0.095839
find doc_968 1 0.351410
find doc_975 1 0.175705
find doc_98 3 0.316269
fine doc_1008 1 0.168190
fine doc_176 4 1.153305
fine doc_21 1 1.009142
fine doc_231 1 0.672761
fine doc_287 1 0.403657
fine doc_473 4 0.621011
fine doc_699 1 0.336381
fine doc_78 1 0.288326
fine doc_906 1 0.403657
fine doc_925 1 0.403657
finger doc_107 3 0.579307
finger doc_362 1 0.463445
finger doc_836 2 0.579307
finger doc_837 1 0.579307
finger doc_974 1 0.331032
finish doc_747 1 0.753630
finit doc_438 1 0.158659
finkelstein doc_150 1 0.376815
finlaya doc_984 1 1.004840
fireman doc_820 1 0.753630
firm doc_1017 1 0.257470
firm doc_343 1 0.386205
firm doc_480 1 0.178248
firm doc_822 1 0.463445
firm doc_838 1 1.158614
firmli doc_367 1 0.804573
firmli doc_38 1 0.301715
firmli doc_777 1 0.603430
firmli doc_786 1 1.206859
first doc_10 1 0.214917
first doc_100 2 0.268646
first doc_1001 1 0.153512
first doc_1004 1 0.107459
first doc_1017 1 0.119398
first doc_1019 1 0.214917
first doc_1021 1 0.268646
first doc_115 1 0.179098
first doc_132 1 0.179098
first doc_139 1 0.537293
first doc_158 2 0.268646
first doc_172 1 0.214917
first doc_196 1 0.076756
first doc_2 1 0.089549
first doc_242 1 0.153512
first doc_265 1 0.153512
first doc_276 1 0.214917
first doc_278 1 0.153512
first doc_294 1 0.268646
first doc_304 1 0.089549
first doc_318 1 0.537293
first doc_322 1 0.134323
first doc_35 3 0.230268
first doc_352 1 0.214917
first doc_378 2 0.179098
first doc_399 1 0.179098
first doc_40 1 0.134323
first doc_400 1 0.134323
first doc_420 1 0.071639
first doc_447 1 0.179098
first doc_466 1 0.214917
first doc_467 1 0.214917
first doc_47 1 0.358195
first doc_49 1 0.214917
first doc_490 1 0.179098
first doc_491 1 0.268646
first doc_503 1 0.179098
first doc_513 2 0.214917
first doc_574 1 0.358195
first doc_576 1 0.179098
first doc_589 2 0.307024
first doc_598 1 0.268646
first doc_607 1 0.214917
first doc_609 2 0.214917
first doc_610 1 0.537293
first doc_62 1 0.358195
first doc_623 1 0.214917
first doc_624 1 0.179098
first doc_631 1 0.214917
first doc_661 1 0.214917
first doc_664 1 0.214917
first doc_667 1 0.358195
first doc_669 1 0.214917
first doc_68 1 0.214917
first doc_687 1 0.179098
first doc_688 1 0.268646
first doc_689 2 0.537293
first doc_692 1 0.268646
first doc_694 2 0.238797
first doc_7 1 0.214917
first doc_700 1 0.097690
first doc_701 1 0.268646
first doc_709 1 0.268646
first doc_725 1 0.358195
first doc_727 1 0.214917
first doc_730 2 0.429834
first doc_732 1 0.048845
first doc_748 1 0.134323
first doc_758 1 0.179098
first doc_764 1 0.179098
first doc_769 1 0.153512
first doc_784 2 0.307024
first doc_798 1 0.179098
first doc_800 1 0.358195
first doc_807 1 0.214917
first doc_809 1 0.214917
first doc_817 1 0.214917
first doc_825 1 0.358195
first doc_841 2 0.143278
first doc_851 2 0.195379
first doc_86 1 0.268646
first doc_872 2 0.268646
first doc_877 1 0.268646
first doc_878 1 0.082660
first doc_88 1 0.268646
first doc_915 1 0.358195
first doc_932 1 0.179098
first doc_950 1 0.134323
first doc_958 1 0.268646
first doc_959 3 0.293069
first doc_963 3 0.644751
first doc_965 1 0.214917
first doc_972 1 0.268646
first doc_973 1 0.268646
first doc_996 1 0.214917
fish doc_514 2 1.356955
fish doc_569 5 1.356955
fistula doc_390 2 0.775403
fistula doc_999 1 0.246719
fit doc_358 1 0.282027
fit doc_438 1 0.133592
fit doc_495 1 0.362606
fitc doc_257 1 0.502420
five doc_1003 1 0.730591
five doc_118 2 0.224797
five doc_13 1 0.487061
five doc_142 1 0.365296
five doc_196 1 0.104370
five doc_220 1 0.487061
five doc_23 1 0.208740
five doc_259 1 0.085952
five doc_271 1 0.243530
five doc_288 1 0.243530
five doc_29 1 0.162354
five doc_323 1 0.146118
five doc_375 1 0.365296
five doc_384 1 0.146118
five doc_385 1 0.146118
five doc_432 1 0.208740
five doc_565 1 0.243530
five doc_589 1 0.208740
five doc_633 2 0.139160
five doc_646 1 0.162354
five doc_65 1 0.182648
five doc_714 1 0.730591
five doc_715 1 0.121765
five doc_719 1 0.208740
five doc_722 1 0.365296
five doc_741 1 0.243530
five doc_753 1 0.365296
five doc_770 1 0.730591
five doc_777 1 0.365296
five doc_795 2 0.730591
five doc_80 1 0.073059
five doc_806 1 0.365296
five doc_812 1 0.292236
five doc_876 1 0.182648
five doc_89 1 0.243530
five doc_922 1 0.243530
five doc_961 1 0.292236
fivefold doc_6 1 0.602904
fix doc_160 1 0.515906
fix doc_275 1 0.187602
fix doc_284 1 0.257953
fix doc_418 1 0.229292
fix doc_473 2 0.317481
fix doc_687 1 0.343938
fix doc_697 1 0.343938
fix doc_721 1 0.412725
fix doc_773 1 0.515906
fixat doc_110 1 0.528590
fixat doc_486 4 2.114361
fixat doc_640 4 1.057180
fixat doc_642 1 0.264295
fixat doc_652 1 0.302052
fixat doc_655 1 0.422872
fixat doc_811 1 0.151026
fixat doc_908 1 0.151026
fl doc_643 1 0.678478
fl doc_645 2 1.356955
flabbi doc_1017 1 0.334947
flaccid doc_1032 1 0.430646
flagella doc_473 1 0.231886
flanagan doc_797 1 0.602904
flander doc_404 1 0.753630
flap doc_1019 1 0.507648
flap doc_409 1 0.846080
flap doc_607 1 0.507648
flare doc_40 1 0.339239
flare doc_455 1 0.452318
flat doc_627 1 0.387701
flat doc_811 1 0.193851
flatten doc_71 1 0.402286
flatten doc_712 1 0.201143
flatten doc_73 1 0.201143
flatten doc_913 1 0.344817
flavirostri doc_984 1 1.004840
flaviviridi doc_683 3 1.004840
flect doc_711 1 0.301452
fleet doc_356 1 0.753630
flexibl doc_295 1 0.430646
flexion doc_1032 1 0.387701
flexion doc_836 1 0.339239
flexor doc_836 4 1.507260
flicker doc_358 1 0.334947
floccul doc_756 1 0.317280
floccul doc_981 1 0.846080
floccul doc_983 4 1.269119
flock doc_634 4 2.009680
florida doc_814 1 1.004840
flour doc_514 2 1.507260
flow doc_118 8 0.892311
flow doc_123 2 0.362501
flow doc_126 2 0.362501
flow doc_139 1 0.725003
flow doc_162 2 0.290001
flow doc_237 1 0.241668
flow doc_240 1 0.161112
flow doc_246 1 0.290001
flow doc_258 3 0.483335
flow doc_292 1 0.161112
flow doc_310 10 0.852945
flow doc_311 1 0.207144
flow doc_314 1 0.362501
flow doc_321 1 0.207144
flow doc_379 1 0.207144
flow doc_381 3 1.450006
flow doc_384 1 0.145001
flow doc_390 1 0.207144
flow doc_41 1 0.103572
flow doc_410 3 0.621431
flow doc_411 5 1.450006
flow doc_418 9 1.450006
flow doc_420 14 1.353339
flow doc_421 6 1.087504
flow doc_555 4 1.450006
flow doc_574 1 0.483335
flow doc_610 1 0.725003
flow doc_694 1 0.161112
flow doc_708 9 1.450006
flow doc_712 1 0.120834
flow doc_760 3 0.725003
flow doc_769 2 0.414287
flow doc_847 4 0.828575
flow doc_936 1 0.362501
flow doc_940 1 0.483335
flow doc_960 1 0.483335
flow doc_964 1 0.241668
flow doc_972 1 0.362501
flowmet doc_118 1 0.231886
fluctuat doc_29 1 0.229292
fluctuat doc_293 1 0.206363
fluctuat doc_35 1 0.147402
fluctuat doc_358 1 0.229292
fluctuat doc_432 1 0.294804
fluctuat doc_747 1 0.515906
fluctuat doc_816 1 0.687875
fluctuat doc_848 1 0.294804
fluctuat doc_977 1 0.343938
fluenci doc_821 1 0.430646
fluid doc_121 2 0.459802
fluid doc_127 1 0.459802
fluid doc_15 1 0.172426
fluid doc_162 3 0.413822
fluid doc_189 1 0.459802
fluid doc_235 1 0.344852
fluid doc_236 1 0.172426
fluid doc_237 1 0.229901
fluid doc_256 2 0.551762
fluid doc_258 7 1.072872
fluid doc_275 1 0.125401
fluid doc_286 1 0.459802
fluid doc_289 4 0.367842
fluid doc_290 1 0.344852
fluid doc_291 11 1.379406
fluid doc_293 2 0.275881
fluid doc_3 5 1.379406
fluid doc_403 1 0.172426
fluid doc_413 1 0.459802
fluid doc_418 1 0.153267
fluid doc_442 1 0.459802
fluid doc_465 2 0.551762
fluid doc_533 1 0.125401
fluid doc_638 1 0.344852
fluid doc_655 2 0.551762
fluid doc_658 2 0.551762
fluid doc_691 2 0.689703
fluid doc_692 4 1.379406
fluid doc_697 1 0.229901
fluid doc_699 1 0.229901
fluid doc_70 1 0.229901
fluid doc_708 1 0.153267
fluid doc_712 12 1.379406
fluid doc_713 3 0.827644
fluid doc_715 3 0.344852
fluid doc_716 1 0.344852
fluid doc_723 1 0.344852
fluid doc_724 1 0.689703
fluid doc_80 1 0.068970
fluid doc_848 1 0.197058
fluid doc_90 1 0.172426
fluid doc_912 1 0.459802
fluid doc_942 1 0.229901
fluid doc_960 1 0.459802
fluid doc_964 1 0.229901
fluoresc doc_161 3 1.009142
fluoresc doc_230 4 1.153305
fluoresc doc_257 5 1.681904
fluoresc doc_298 1 0.288326
fluoresc doc_367 1 0.672761
fluoresc doc_401 1 0.201828
fluoresc doc_406 1 0.672761
fluoresc doc_541 1 0.201828
fluoresc doc_542 2 0.336381
fluoresc doc_646 1 0.224254
fluorescein doc_257 1 0.502420
fluorid doc_44 2 1.356955
fluorid doc_548 1 0.452318
fluorin doc_528 1 0.253824
fluorin doc_771 2 1.269119
fluorin doc_989 1 0.362606
fluoro-2 doc_369 1 1.269119
fluoro-2 doc_377 1 0.507648
fluoro-2 doc_771 1 0.634560
fluorochrom doc_406 2 2.009680
fluorodeoxyuridin doc_770 1 1.507260
fluoropyrimidin doc_369 1 1.507260
fluorouracil doc_369 1 1.206859
fluorouracil doc_377 1 0.482744
fluorouracil doc_777 2 1.206859
fluorouracil doc_783 4 2.413719
flutter doc_322 2 0.753630
flux doc_298 3 1.291937
foami doc_284 5 1.884075
focal doc_280 1 0.271492
focal doc_294 1 0.542984
focal doc_524 1 0.542984
focal doc_71 1 0.361989
focal doc_73 1 0.180995
focal doc_799 2 0.482652
focal doc_966 1 0.542984
foci doc_1009 1 0.217194
foci doc_23 1 0.310276
foci doc_394 1 0.217194
foci doc_426 1 0.310276
foci doc_457 1 0.271492
foci doc_459 2 0.723978
foci doc_677 1 0.723978
focu doc_287 1 0.542782
focu doc_984 1 0.904637
focus doc_390 1 0.344817
focus doc_393 1 0.402286
focus doc_624 1 0.402286
focus doc_915 1 0.804573
foetal doc_10 2 0.868774
foetal doc_2 4 0.723978
foetal doc_540 1 0.271492
foetal doc_65 1 0.271492
foetal doc_748 1 0.271492
foetal doc_760 1 0.361989
foetal doc_853 1 0.361989
foeti doc_2 1 0.251210
foeto doc_757 2 2.009680
foetu doc_10 1 0.507648
foetu doc_70 1 0.423040
foetu doc_853 1 0.423040
fol doc_481 1 0.203497
fol doc_564 1 0.279808
fol doc_581 1 0.172190
fol doc_666 1 0.203497
fol doc_692 1 0.559616
fol doc_716 1 0.559616
folat doc_929 3 1.130445
fold doc_324 2 0.352715
fold doc_332 3 0.581981
fold doc_385 1 0.193994
fold doc_423 2 0.775974
fold doc_482 1 0.323323
fold doc_483 1 0.646645
fold doc_561 1 0.277134
fold doc_663 1 0.484984
fold doc_666 1 0.176358
fold doc_869 1 0.484984
fold doc_881 1 0.193994
fold doc_935 2 1.939935
folic doc_851 8 1.973753
folic doc_929 2 0.678478
follicl doc_438 1 0.142837
follicl doc_592 1 0.271391
follicular doc_335 1 1.507260
follow doc_1001 1 0.115801
follow doc_1002 1 0.135102
follow doc_1010 1 0.405305
follow doc_1018 1 0.101326
follow doc_1019 1 0.162122
follow doc_102 1 0.135102
follow doc_1029 1 0.135102
follow doc_1031 3 0.347404
follow doc_1032 1 0.115801
follow doc_11 1 0.202652
follow doc_110 1 0.202652
follow doc_116 1 0.090068
follow doc_117 1 0.162122
follow doc_118 1 0.062355
follow doc_120 1 0.135102
follow doc_123 2 0.202652
follow doc_137 1 0.038600
follow doc_141 1 0.270203
follow doc_142 1 0.202652
follow doc_143 1 0.081061
follow doc_149 1 0.162122
follow doc_15 3 0.303979
follow doc_151 1 0.115801
follow doc_176 1 0.115801
follow doc_187 1 0.101326
follow doc_196 1 0.057901
follow doc_2 2 0.135102
follow doc_200 1 0.090068
follow doc_201 2 0.324244
follow doc_204 2 0.540406
follow doc_205 1 0.115801
follow doc_214 1 0.135102
follow doc_234 1 0.162122
follow doc_242 1 0.115801
follow doc_243 2 0.147384
follow doc_248 1 0.270203
follow doc_258 1 0.090068
follow doc_269 1 0.202652
follow doc_273 1 0.202652
follow doc_274 2 0.231603
follow doc_277 1 0.135102
follow doc_278 1 0.115801
follow doc_280 2 0.202652
follow doc_289 1 0.054041
follow doc_297 1 0.162122
follow doc_300 1 0.135102
follow doc_304 1 0.067551
follow doc_313 2 0.147384
follow doc_320 1 0.405305
follow doc_322 4 0.405305
follow doc_323 2 0.162122
follow doc_325 1 0.202652
follow doc_329 1 0.162122
follow doc_335 1 0.405305
follow doc_341 1 0.115801
follow doc_349 1 0.270203
follow doc_35 3 0.173702
follow doc_351 1 0.162122
follow doc_352 1 0.162122
follow doc_353 1 0.135102
follow doc_361 1 0.090068
follow doc_362 1 0.162122
follow doc_368 1 0.081061
follow doc_371 1 0.162122
follow doc_372 1 0.270203
follow doc_374 1 0.162122
follow doc_375 1 0.202652
follow doc_378 2 0.135102
follow doc_379 1 0.115801
follow doc_38 2 0.202652
follow doc_390 1 0.115801
follow doc_391 1 0.202652
follow doc_408 1 0.162122
follow doc_412 1 0.202652
follow doc_414 1 0.162122
follow doc_424 2 0.270203
follow doc_425 2 0.115801
follow doc_427 1 0.073692
follow doc_430 1 0.090068
follow doc_435 2 0.147384
follow doc_438 1 0.042664
follow doc_446 1 0.202652
follow doc_453 2 0.405305
follow doc_455 1 0.135102
follow doc_456 1 0.270203
follow doc_466 1 0.162122
follow doc_467 2 0.324244
follow doc_478 1 0.135102
follow doc_487 1 0.270203
follow doc_495 1 0.115801
follow doc_499 1 0.033775
follow doc_502 1 0.081061
follow doc_507 1 0.202652
follow doc_512 2 0.202652
follow doc_517 1 0.115801
follow doc_525 1 0.202652
follow doc_532 1 0.202652
follow doc_534 1 0.162122
follow doc_544 1 0.270203
follow doc_552 1 0.162122
follow doc_554 1 0.115801
follow doc_56 1 0.202652
follow doc_560 1 0.202652
follow doc_564 1 0.101326
follow doc_571 1 0.115801
follow doc_580 2 0.162122
follow doc_581 3 0.187064
follow doc_591 1 0.202652
follow doc_601 2 0.324244
follow doc_607 3 0.486366
follow doc_608 1 0.115801
follow doc_611 2 0.324244
follow doc_623 1 0.162122
follow doc_629 1 0.081061
follow doc_635 1 0.270203
follow doc_638 2 0.405305
follow doc_643 1 0.202652
follow doc_651 2 0.270203
follow doc_658 1 0.162122
follow doc_666 2 0.147384
follow doc_673 1 0.115801
follow doc_674 1 0.115801
follow doc_675 5 0.225169
follow doc_676 1 0.115801
follow doc_68 1 0.162122
follow doc_681 1 0.081061
follow doc_683 1 0.090068
follow doc_686 1 0.081061
follow doc_691 1 0.202652
follow doc_692 1 0.202652
follow doc_706 1 0.162122
follow doc_708 1 0.090068
follow doc_713 1 0.162122
follow doc_715 2 0.135102
follow doc_717 1 0.405305
follow doc_719 1 0.115801
follow doc_720 1 0.202652
follow doc_738 1 0.135102
follow doc_75 2 0.231603
follow doc_752 1 0.270203
follow doc_753 1 0.202652
follow doc_771 1 0.202652
follow doc_780 1 0.162122
follow doc_781 1 0.202652
follow doc_80 3 0.121591
follow doc_801 2 0.540406
follow doc_81 3 0.270203
follow doc_822 1 0.162122
follow doc_826 1 0.162122
follow doc_828 1 0.405305
follow doc_830 1 0.270203
follow doc_832 2 0.540406
follow doc_836 1 0.101326
follow doc_841 1 0.054041
follow doc_845 1 0.135102
follow doc_848 1 0.115801
follow doc_850 2 0.231603
follow doc_851 2 0.147384
follow doc_852 1 0.270203
follow doc_856 1 0.073692
follow doc_862 1 0.062355
follow doc_864 1 0.115801
follow doc_873 1 0.135102
follow doc_880 1 0.135102
follow doc_882 1 0.135102
follow doc_885 1 0.405305
follow doc_89 1 0.135102
follow doc_891 1 0.081061
follow doc_893 1 0.135102
follow doc_901 1 0.090068
follow doc_902 1 0.115801
follow doc_903 2 0.064849
follow doc_905 1 0.073692
follow doc_907 1 0.067551
follow doc_918 1 0.101326
follow doc_921 1 0.101326
follow doc_922 2 0.270203
follow doc_929 1 0.101326
follow doc_938 2 0.162122
follow doc_942 1 0.135102
follow doc_943 1 0.115801
follow doc_95 1 0.135102
follow doc_955 1 0.405305
follow doc_963 1 0.162122
follow doc_977 1 0.135102
follow doc_98 3 0.243183
follow doc_983 1 0.101326
follow doc_99 1 0.067551
follow doc_996 1 0.162122
followup doc_948 1 1.004840
fonat doc_482 1 0.502420
food doc_12 1 0.319781
food doc_305 1 0.248718
food doc_347 1 0.203497
food doc_51 1 0.746155
food doc_666 3 0.610490
food doc_675 1 0.124359
foot doc_189 1 0.846080
foot doc_754 2 1.269119
foot doc_825 1 0.846080
foramen doc_240 3 0.804573
foramen doc_315 1 0.603430
foramen doc_704 2 2.413719
foramen doc_709 2 1.206859
foramina doc_709 1 0.603430
foramina doc_964 1 0.402286
foramina doc_969 1 1.206859
foramina doc_972 1 0.603430
forbidden doc_344 1 0.753630
forc doc_154 2 0.687875
forc doc_204 1 0.687875
forc doc_239 1 1.031813
forc doc_287 1 0.412725
forc doc_356 1 0.515906
forc doc_57 1 0.687875
forc doc_789 1 0.515906
forc doc_812 1 0.412725
forc doc_837 1 0.515906
forcep doc_636 1 1.004840
fore doc_459 1 0.452318
fore doc_699 1 0.452318
forearm doc_754 1 0.678478
forearm doc_836 2 0.678478
forefoot doc_825 1 1.004840
foreign doc_284 1 0.279808
foreign doc_465 1 0.447693
foreign doc_468 1 1.119232
foreign doc_532 1 0.559616
foreign doc_536 3 0.671539
foreign doc_951 1 0.746155
foremost doc_784 1 0.430646
forerunn doc_812 1 0.602904
forest doc_731 2 1.085564
forest doc_734 1 0.542782
foresti doc_837 1 0.753630
form doc_1016 1 0.140844
form doc_1018 1 0.123238
form doc_104 1 0.109545
form doc_107 1 0.082159
form doc_108 1 0.164318
form doc_128 1 0.164318
form doc_132 1 0.164318
form doc_137 5 0.234739
form doc_15 1 0.123238
form doc_161 1 0.164318
form doc_17 1 0.197181
form doc_198 2 0.197181
form doc_199 1 0.061619
form doc_203 1 0.328635
form doc_207 1 0.082159
form doc_21 1 0.492953
form doc_213 1 0.197181
form doc_219 1 0.164318
form doc_221 1 0.197181
form doc_225 1 0.197181
form doc_240 1 0.109545
form doc_25 1 0.164318
form doc_259 1 0.057994
form doc_264 1 0.098591
form doc_275 1 0.089628
form doc_280 2 0.246476
form doc_282 1 0.164318
form doc_283 1 0.123238
form doc_291 1 0.089628
form doc_293 3 0.295772
form doc_296 1 0.197181
form doc_311 1 0.140844
form doc_33 2 0.985906
form doc_333 1 0.123238
form doc_349 1 0.328635
form doc_35 2 0.140844
form doc_385 1 0.098591
form doc_39 1 0.246476
form doc_394 1 0.098591
form doc_408 1 0.197181
form doc_427 1 0.089628
form doc_433 3 0.492953
form doc_435 1 0.089628
form doc_437 1 0.246476
form doc_439 1 0.164318
form doc_445 1 0.164318
form doc_455 4 0.657270
form doc_456 1 0.328635
form doc_457 1 0.123238
form doc_458 1 0.109545
form doc_460 1 0.197181
form doc_472 3 0.268883
form doc_480 1 0.075839
form doc_484 2 0.328635
form doc_502 1 0.098591
form doc_504 1 0.123238
form doc_506 2 0.394362
form doc_511 1 0.140844
form doc_530 2 0.394362
form doc_533 1 0.089628
form doc_535 1 0.197181
form doc_545 1 0.246476
form doc_549 2 0.394362
form doc_557 1 0.197181
form doc_576 1 0.164318
form doc_59 1 0.328635
form doc_600 1 0.082159
form doc_608 1 0.140844
form doc_619 1 0.197181
form doc_625 1 0.098591
form doc_636 1 0.328635
form doc_671 1 0.197181
form doc_680 2 0.394362
form doc_683 1 0.109545
form doc_688 1 0.246476
form doc_703 1 0.492953
form doc_711 10 0.985906
form doc_722 1 0.246476
form doc_727 1 0.197181
form doc_73 2 0.164318
form doc_734 1 0.197181
form doc_743 1 0.164318
form doc_744 1 0.246476
form doc_745 2 0.492953
form doc_756 1 0.123238
form doc_763 1 0.328635
form doc_774 2 0.657270
form doc_781 1 0.246476
form doc_806 1 0.246476
form doc_807 1 0.197181
form doc_816 1 0.328635
form doc_817 1 0.197181
form doc_818 1 0.492953
form doc_820 1 0.246476
form doc_821 1 0.140844
form doc_826 3 0.591543
form doc_838 1 0.492953
form doc_853 2 0.328635
form doc_865 1 0.057994
form doc_866 2 0.394362
form doc_867 1 0.328635
form doc_875 1 0.328635
form doc_884 2 0.197181
form doc_885 2 0.985906
form doc_888 1 0.164318
form doc_899 1 0.246476
form doc_902 1 0.140844
form doc_906 5 0.985906
form doc_912 1 0.328635
form doc_913 4 0.563375
form doc_918 1 0.123238
form doc_92 1 0.123238
form doc_934 3 0.492953
form doc_959 1 0.089628
form doc_964 1 0.164318
form doc_989 1 0.140844
form doc_992 2 0.281687
form doc_995 1 0.197181
form doc_998 1 0.197181
forma doc_282 1 0.402286
forma doc_476 1 0.402286
forma doc_553 1 0.344817
forma doc_712 1 0.201143
formal doc_1001 1 0.319781
formal doc_110 1 0.559616
formal doc_613 2 1.119232
formal doc_805 2 0.746155
formal doc_897 1 0.746155
formal doc_898 1 0.373077
formaldehyd doc_165 1 0.282027
formaldehyd doc_183 1 0.282027
formaldehyd doc_339 2 0.846080
formalin doc_907 1 0.251210
format doc_1008 2 0.218592
format doc_1011 1 0.327888
format doc_1024 2 0.374730
format doc_122 1 0.163944
format doc_128 2 0.437185
format doc_137 1 0.062455
format doc_15 2 0.327888
format doc_167 1 0.437185
format doc_175 1 0.262311
format doc_176 1 0.187365
format doc_199 1 0.081972
format doc_20 2 0.874369
format doc_209 1 0.187365
format doc_277 1 0.218592
format doc_282 2 0.437185
format doc_284 2 0.327888
format doc_316 1 0.327888
format doc_326 1 0.119232
format doc_35 1 0.093682
format doc_351 2 0.524622
format doc_394 1 0.131155
format doc_408 1 0.262311
format doc_438 1 0.069029
format doc_44 2 0.655777
format doc_471 2 0.437185
format doc_472 2 0.238464
format doc_475 1 0.655777
format doc_476 1 0.218592
format doc_482 1 0.218592
format doc_488 3 0.655777
format doc_533 1 0.119232
format doc_542 1 0.109296
format doc_544 1 0.437185
format doc_549 3 0.786932
format doc_596 1 0.131155
format doc_600 2 0.218592
format doc_617 1 0.655777
format doc_670 2 0.374730
format doc_712 4 0.437185
format doc_73 1 0.109296
format doc_751 1 0.327888
format doc_755 2 0.437185
format doc_758 4 0.874369
format doc_768 1 0.262311
format doc_769 1 0.187365
format doc_81 1 0.145728
format doc_839 1 0.327888
format doc_880 1 0.218592
format doc_884 1 0.131155
format doc_9 3 1.311554
format doc_906 1 0.262311
format doc_915 1 0.437185
format doc_930 1 0.327888
former doc_189 1 0.646645
former doc_291 1 0.176358
former doc_32 1 0.277134
former doc_361 1 0.215548
former doc_382 1 0.484984
former doc_411 1 0.387987
former doc_413 1 0.646645
former doc_451 1 0.484984
former doc_499 1 0.080831
former doc_537 1 0.323323
former doc_708 1 0.215548
former doc_798 1 0.323323
formerli doc_703 1 1.507260
formid doc_808 1 1.004840
formiti doc_711 1 0.301452
formosan doc_980 11 2.072483
formul doc_204 1 0.846080
formul doc_77 1 0.507648
formul doc_907 1 0.211520
formula doc_381 1 0.772409
formula doc_388 1 0.386205
formula doc_455 1 0.386205
formula doc_458 1 0.257470
formula doc_88 1 0.579307
fornia doc_741 1 0.502420
forsham doc_577 1 0.430646
forssman doc_637 1 0.177325
forti doc_262 1 0.746155
